CollEn,particle,centrality,mass,beta,betaErr,temp,tempErr,n-v_prof,nErr,norm,normErr,dETdEta_data,dETdEta_d_err,dETdEtaLeft,dETdEtaLErr,dETdEtaRight,dETdEtaRErr,dETdEtaTotal,dETdEtaTErr,dETdy_d,dETdy_d_err,dETdyLeft,dETdyLErr,dETdyRight,dETdyRErr,dETdyTotal,dETdyTErr,dNdEta_d,dNdEta_d_err,dNdEtaLeft,dNdEtaLErr,dNdEtaRight,dNdEtaRErr,dNdEtaTotal,dNdEtaTErr,dNdy_d,dNdy_d_err,dNdyLeft,dNdyLErr,dNdyRight,dNdyRErr,dNdyTotal,dNdyTErr,Npart,NpartErr
11.5,pi-,3,0.13957,0.770533,0.016406,0.0855039,0.00524004,5.69161,0.922514,7794.87,2141.44,3.71785,0.244024,1.62768,0.13059,0.00664378,0.000648061,5.35218,0.375262,3.93166,0.258073,2.32521,0.196234,0.00665813,0.000649376,6.26354,0.454956,8.10062,0.530855,7.53971,0.629008,0.00310668,0.000648061,15.6434,1.16051,8.66297,0.567909,7.53971,0.629008,0.00310668,0.000293138,16.2058,1.19721,160,9
11.5,pi-,4,0.13957,0.761366,0.0213405,0.0816004,0.00575296,4.85952,0.753089,6520.22,2064.44,2.50929,0.164666,1.16495,0.0997896,0.00318502,0.000290192,3.67742,0.264746,2.65549,0.174276,1.6697,0.151124,0.00319199,0.000290794,4.32838,0.325691,5.50989,0.361179,5.40983,0.483351,0.00149981,0.000290192,10.9212,0.84482,5.89551,0.386595,5.40983,0.483351,0.00149981,0.000132799,11.3068,0.870079,110,10
11.5,pi-,5,0.13957,0.758709,0.0224544,0.0801865,0.00575589,4.72944,0.714231,4451.12,1442.77,1.56651,0.102822,0.750448,0.0649338,0.00172164,0.000154924,2.31868,0.16791,1.65856,0.108873,1.07716,0.0985881,0.00172543,0.000155247,2.73745,0.207616,3.45664,0.226641,3.48881,0.315087,0.00081261,0.000154924,6.94627,0.541882,3.69987,0.242676,3.48881,0.315087,0.00081261,7.11862E-05,7.18949,0.557833,73,10
11.5,pi-,6,0.13957,0.750307,0.0246251,0.0783416,0.00587172,4.56836,0.69334,3011.96,1026.65,0.932935,0.0612777,0.470068,0.0417695,0.0007725,7.08128E-05,1.40378,0.103118,0.988642,0.0649425,0.67612,0.0636652,0.00077421,7.09625E-05,1.66554,0.128679,2.07805,0.13635,2.1888,0.203242,0.00036612,7.08128E-05,4.26721,0.339663,2.22579,0.146095,2.1888,0.203242,0.00036612,3.27544E-05,4.41496,0.34937,45,9
11.5,pi-,7,0.13957,0.733632,0.0283293,0.0771146,0.00665563,4.35757,0.848754,1887.98,734.299,0.530573,0.0349312,0.279707,0.0262916,0.000766393,7.92488E-05,0.811046,0.0613021,0.562819,0.0370559,0.402915,0.0402842,0.000768489,7.94538E-05,0.966502,0.0774196,1.19457,0.0785479,1.30389,0.128406,0.000403424,7.92488E-05,2.49887,0.207034,1.28039,0.0842153,1.30389,0.128406,0.000403424,4.05018E-05,2.58468,0.212662,26,7
11.5,pi-,8,0.13957,0.705595,0.0363708,0.076913,0.00787499,3.86093,0.944704,990.045,448.165,0.272968,0.0180727,0.145353,0.0144616,0.00027539,3.43542E-05,0.418596,0.0325687,0.289718,0.0191792,0.209364,0.0222363,0.000276151,3.44446E-05,0.499358,0.04145,0.618396,0.0408054,0.677532,0.0708036,0.000145821,3.43542E-05,1.29607,0.111643,0.66304,0.04376,0.677532,0.0708036,0.000145821,1.77182E-05,1.34072,0.114581,14,4
11.5,pi+,0,0.13957,0.765781,0.0179134,0.0876521,0.00575829,5.16926,0.904128,16239.1,4648.57,9.00589,0.591283,3.64902,0.292066,0.0185567,0.0018383,12.6735,0.885188,9.51004,0.624396,5.19904,0.437908,0.0185966,0.00184201,14.7277,1.06415,19.3387,1.26701,16.8678,1.40453,0.00866505,0.0018383,36.2151,2.67337,20.6545,1.35368,16.8678,1.40453,0.00866505,0.000829223,37.531,2.75904,338,2
11.5,pi+,1,0.13957,0.762604,0.0203071,0.0864894,0.00615755,4.77362,0.840364,13294.9,4102.64,7.00694,0.460068,2.85524,0.236095,0.0133493,0.00130477,9.87554,0.697468,7.39903,0.485823,4.07092,0.354946,0.0133782,0.00130742,11.4833,0.842076,15.0444,0.985772,13.2054,1.1376,0.00624709,0.00130477,28.256,2.12467,16.0676,1.05317,13.2054,1.1376,0.00624709,0.00059068,29.2792,2.19136,291,6
11.5,pi+,2,0.13957,0.765495,0.0200384,0.085127,0.00595406,4.86568,0.811595,10939.6,3356.2,5.29764,0.347612,2.23633,0.185971,0.00944538,0.000895514,7.54342,0.534478,5.59722,0.367289,3.19307,0.280062,0.00946583,0.000897339,8.79976,0.648248,11.4391,0.749358,10.3545,0.897171,0.00442423,0.000895514,21.7981,1.64742,12.2233,0.801012,10.3545,0.897171,0.00442423,0.000406148,22.5823,1.69859,226,8
11.5,pi+,3,0.13957,0.770669,0.0162061,0.0870376,0.00536907,5.6535,0.954607,6799.81,1859.53,3.56832,0.234297,1.50066,0.119404,0.00715359,0.000713772,5.07613,0.354414,3.77101,0.247614,2.14034,0.179042,0.00716897,0.000715211,5.91852,0.427371,7.72178,0.50604,6.94269,0.574242,0.00333868,0.000713772,14.6678,1.081,8.25315,0.541048,6.94269,0.574242,0.00333868,0.000321766,15.1992,1.11561,160,9
11.5,pi+,4,0.13957,0.763078,0.0162422,0.0863074,0.00520262,5.78744,0.982839,4872.72,1313.89,2.40689,0.157987,1.0501,0.0832534,0.00399656,0.00040008,3.46099,0.241641,2.54567,0.167108,1.49918,0.124939,0.0040052,0.000400892,4.04886,0.292448,5.25416,0.34437,4.86196,0.400623,0.00187062,0.00040008,10.118,0.745393,5.61921,0.368427,4.86196,0.400623,0.00187062,0.000181153,10.483,0.769231,110,10
11.5,pi+,5,0.13957,0.762656,0.0167336,0.0845299,0.00508549,5.71407,0.925148,3386.76,920.027,1.50248,0.0986917,0.683112,0.0543408,0.00219462,0.000215236,2.18779,0.153248,1.59003,0.104447,0.976989,0.0817625,0.00219939,0.000215677,2.56922,0.186426,3.2995,0.21638,3.16717,0.261983,0.00102951,0.000215236,6.4677,0.478578,3.53036,0.231598,3.16717,0.261983,0.00102951,9.78715E-05,6.69855,0.493679,73,10
11.5,pi+,6,0.13957,0.748073,0.0186991,0.0826742,0.00520025,5.47276,0.9161,2277.42,650.428,0.891173,0.0585668,0.428051,0.0349053,0.000914153,9.2128E-05,1.32014,0.0935642,0.944112,0.0620497,0.613417,0.0527117,0.000916159,9.23198E-05,1.55844,0.114854,1.97947,0.129909,1.98765,0.168723,0.000431271,9.2128E-05,3.96755,0.298725,2.11966,0.139156,1.98765,0.168723,0.000431271,4.22642E-05,4.10774,0.307922,45,9
11.5,pi+,7,0.13957,0.728474,0.0170676,0.0839929,0.00531142,6.07822,1.40874,1245.92,355.443,0.503889,0.0331501,0.248306,0.0201358,0.000923341,0.000111421,0.753119,0.0533973,0.534418,0.035161,0.355636,0.0303828,0.000925832,0.000111702,0.89098,0.0656555,1.13268,0.0744353,1.15256,0.0972763,0.000482503,0.000111421,2.28572,0.171823,1.21385,0.0797947,1.15256,0.0972763,0.000482503,5.61265E-05,2.36689,0.177127,26,7
11.5,pi+,8,0.13957,0.705217,0.0201329,0.083185,0.00585744,5.54825,1.49878,677.222,212.76,0.25911,0.0171802,0.130827,0.0110078,0.000345647,4.80795E-05,0.390282,0.0282361,0.274955,0.0182275,0.18752,0.0166654,0.00034659,4.82028E-05,0.462822,0.0349411,0.585927,0.0386976,0.607613,0.0533071,0.000181697,4.80795E-05,1.19372,0.0920527,0.628115,0.0414906,0.607613,0.0533071,0.000181697,2.44607E-05,1.23591,0.0948221,14,4
11.5,ka-,0,0.49368,0.712793,0.0220575,0.0823342,0.0080729,4.52697,0.734768,33582.8,25901.2,1.25295,0.0762684,0.202975,0.0125288,0.00828898,0.00101784,1.46421,0.0898151,1.79986,0.10928,0.673197,0.0438452,0.008563,0.00104883,2.48162,0.154174,1.6824,0.10167,0.384951,0.0238663,0.00419039,0.00101784,2.07154,0.126554,2.5164,0.152034,0.384951,0.0238663,0.00419039,0.000493429,2.90555,0.176394,338,2
11.5,ka-,1,0.49368,0.724698,0.0158675,0.0835976,0.00662291,5.36364,0.873133,25464.1,15760,1.04585,0.0638162,0.175007,0.00989579,0.00769061,0.000936373,1.22855,0.0746483,1.50655,0.0916559,0.580817,0.0345014,0.00794278,0.000964569,2.09531,0.127122,1.40904,0.0852983,0.331927,0.0188448,0.00387141,0.000936373,1.74483,0.105079,2.1128,0.12784,0.331927,0.0188448,0.00387141,0.00045128,2.4486,0.147137,291,6
11.5,ka-,2,0.49368,0.733377,0.0171855,0.0780099,0.00641152,5.03606,0.645488,32224.9,21867.2,0.750263,0.0454615,0.133308,0.00820252,0.00482019,0.000546484,0.888392,0.0542105,1.0861,0.0656666,0.443849,0.0288106,0.00497966,0.000563225,1.53493,0.0950404,1.01536,0.0611009,0.252904,0.0156296,0.00243778,0.000546484,1.2707,0.077277,1.53037,0.0921106,0.252904,0.0156296,0.00243778,0.000265742,1.78571,0.108006,226,8
11.5,ka-,3,0.49368,0.727808,0.0163748,0.0790441,0.00627851,5.35672,0.745269,19215.9,12490.3,0.49024,0.0297982,0.0886525,0.0053525,0.00295844,0.00034553,0.581851,0.0354963,0.712094,0.043179,0.295141,0.0187711,0.00305634,0.000356115,1.01029,0.0623062,0.666381,0.0402173,0.168185,0.0101977,0.00149639,0.00034553,0.836063,0.0507606,1.00724,0.0607894,0.168185,0.0101977,0.00149639,0.000168021,1.17693,0.0711551,160,9
11.5,ka-,4,0.49368,0.716492,0.0167662,0.0798689,0.00625805,5.38044,0.807342,11258,7148.19,0.310142,0.018976,0.0563022,0.00326336,0.00167115,0.000200045,0.368116,0.0224394,0.450937,0.0275037,0.187356,0.0114288,0.00172662,0.000206208,0.64002,0.0391388,0.422781,0.0256606,0.106809,0.00621673,0.000846687,0.000200045,0.530437,0.0320774,0.63904,0.0387619,0.106809,0.00621673,0.000846687,9.75614E-05,0.746695,0.0450762,110,10
11.5,ka-,5,0.49368,0.722037,0.0129863,0.0779381,0.00516085,7.03723,1.09578,9278.55,5128.8,0.193622,0.0119753,0.0402388,0.00233742,0.000834787,0.000108384,0.234696,0.0144211,0.286363,0.017641,0.134399,0.00819863,0.000862563,0.000111743,0.421624,0.0259514,0.269011,0.0164938,0.0763585,0.00445337,0.000423444,0.000108384,0.345793,0.0210555,0.41296,0.0252853,0.0763585,0.00445337,0.000423444,5.30246E-05,0.489742,0.0297916,73,10
11.5,ka-,6,0.49368,0.724888,0.013455,0.081454,0.00459722,8.76907,1.72849,3441.64,1570.59,0.100912,0.00638069,0.0210132,0.00108644,0.000465159,7.4681E-05,0.12239,0.00754181,0.149616,0.00939428,0.0700937,0.00378613,0.000480494,7.69663E-05,0.22019,0.0132574,0.140741,0.00878134,0.0398713,0.00206883,0.000234815,7.4681E-05,0.180847,0.0109249,0.216405,0.0134562,0.0398713,0.00206883,0.000234815,3.62905E-05,0.256511,0.0155613,45,9
11.5,ka-,7,0.49368,0.676738,0.0200893,0.0757482,0.0093031,6.53988,2.51063,3154.79,3259.09,0.0493194,0.00322686,0.011138,0.000822165,0.000433999,9.30887E-05,0.0608914,0.00414212,0.0739645,0.00479887,0.0372616,0.00292341,0.000454749,9.71041E-05,0.111681,0.00781938,0.0698876,0.00451476,0.0211386,0.00156817,0.000260917,9.30887E-05,0.0912871,0.00617602,0.108365,0.00696165,0.0211386,0.00156817,0.000260917,5.3154E-05,0.129765,0.00858297,26,7
11.5,ka-,8,0.49368,0.807869,0.0488806,0.0761478,0.00459311,18.7609,7.08963,1504.35,779.943,0.0218679,0.00156775,0.00590037,0.000335329,0.000555997,0.000456253,0.0283242,0.00235934,0.0334428,0.00235824,0.0198355,0.00118095,0.000583709,0.000477953,0.053862,0.00401715,0.0316172,0.00221547,0.0112027,0.000639079,0.000338875,0.000456253,0.0431588,0.0033108,0.049885,0.00345524,0.0112027,0.000639079,0.000338875,0.000271451,0.0614266,0.00436577,14,4
11.5,ka+,0,0.49368,0.733751,0.0190399,0.0836508,0.00639196,4.26213,0.455773,58328.5,34719.8,2.6119,0.158599,0.385218,0.0211881,0.0115611,0.00110237,3.00868,0.18089,3.70142,0.223972,1.27546,0.0736437,0.0118716,0.00113008,4.98875,0.298745,3.43875,0.206746,0.73048,0.0403388,0.00529483,0.00110237,4.17453,0.248187,5.0879,0.305747,0.73048,0.0403388,0.00529483,0.000487917,5.82367,0.346573,338,2
11.5,ka+,1,0.49368,0.735605,0.0204473,0.0794727,0.00643705,4.24541,0.406301,73380.6,48229.4,2.13127,0.129363,0.336529,0.020048,0.0075403,0.000712977,2.47534,0.150124,3.03905,0.183882,1.11717,0.0701502,0.00774452,0.000731138,4.16396,0.254763,2.82922,0.170168,0.638288,0.038189,0.00346841,0.000712977,3.47098,0.20907,4.20854,0.253056,0.638288,0.038189,0.00346841,0.000317795,4.8503,0.291563,291,6
11.5,ka+,2,0.49368,0.747909,0.01941,0.0751533,0.00594118,4.23539,0.342267,83992.1,56459.3,1.51703,0.0917926,0.252442,0.0158956,0.00494848,0.000443151,1.77442,0.108131,2.17186,0.131053,0.840472,0.0559186,0.00508307,0.000454535,3.01741,0.187426,2.02089,0.121246,0.478914,0.0302922,0.00228128,0.000443151,2.50209,0.151981,3.01925,0.181153,0.478914,0.0302922,0.00228128,0.000198402,3.50044,0.211644,226,8
11.5,ka+,3,0.49368,0.752261,0.0177426,0.0736732,0.00546867,4.48404,0.348468,65879.7,42350.5,0.981134,0.0594891,0.171515,0.0107467,0.00300646,0.000265136,1.15566,0.070501,1.411,0.0853075,0.572088,0.037871,0.00308836,0.000271972,1.98618,0.12345,1.31392,0.078984,0.325433,0.0204828,0.00138707,0.000265136,1.64074,0.099732,1.97127,0.118495,0.325433,0.0204828,0.00138707,0.000118935,2.2981,0.139097,160,9
11.5,ka+,4,0.49368,0.736653,0.0139355,0.0858123,0.0057043,5.81927,0.764887,12143.2,6229.49,0.618199,0.0376095,0.100529,0.00550157,0.00261194,0.00028581,0.72134,0.0433969,0.887861,0.0538307,0.333352,0.0190893,0.0026817,0.000292922,1.22389,0.073213,0.827486,0.0498611,0.190655,0.0104727,0.00119267,0.00028581,1.01933,0.0606196,1.23924,0.0746437,0.190655,0.0104727,0.00119267,0.000125837,1.43109,0.0852422,110,10
11.5,ka+,5,0.49368,0.746382,0.0127527,0.0767921,0.00463041,6.24724,0.626513,19358.9,9884.4,0.375536,0.0228997,0.0733797,0.0042192,0.00102975,0.000107808,0.449946,0.0272267,0.548913,0.033367,0.245033,0.0147884,0.00105768,0.000110571,0.795003,0.048266,0.513169,0.0310184,0.139245,0.00803812,0.000474036,0.000107808,0.652888,0.0391643,0.78083,0.047188,0.139245,0.00803812,0.000474036,4.82104E-05,0.920549,0.0552743,73,10
11.5,ka+,6,0.49368,0.744256,0.0142055,0.0731753,0.00472914,5.86283,0.55725,14998.3,8495.67,0.190799,0.0120428,0.039011,0.00234056,0.000411596,4.67963E-05,0.230222,0.0144301,0.279786,0.017539,0.130586,0.00825492,0.000422863,4.80167E-05,0.410795,0.0258419,0.261866,0.0163332,0.0740414,0.00446129,0.000190376,4.67963E-05,0.336097,0.0208413,0.399465,0.0248128,0.0740414,0.00446129,0.000190376,2.11141E-05,0.473697,0.0292952,45,9
11.5,ka+,7,0.49368,0.72019,0.0147782,0.0751916,0.00564092,6.40278,1.00093,6094.23,3910.54,0.094038,0.00594845,0.0199778,0.00124187,0.000359356,5.31342E-05,0.114375,0.00724345,0.139242,0.00874947,0.0668269,0.00437905,0.000371399,5.48057E-05,0.20644,0.0131833,0.130803,0.00816602,0.0379151,0.00236707,0.000182964,5.31342E-05,0.168901,0.0105862,0.20102,0.0125119,0.0379151,0.00236707,0.000182964,2.61946E-05,0.239118,0.0149052,26,7
11.5,ka+,8,0.49368,0.698249,0.02019,0.071885,0.00845177,6.04235,1.49553,4319.71,4469.4,0.0436029,0.00293374,0.00999558,0.000792215,0.000163139,3.69355E-05,0.0537616,0.00376289,0.0651795,0.00432882,0.0335219,0.00283078,0.000169324,3.82495E-05,0.0988707,0.00719784,0.0613941,0.00404432,0.0189742,0.00151164,8.80847E-05,3.69355E-05,0.0804564,0.0055929,0.095065,0.00621223,0.0189742,0.00151164,8.80847E-05,1.93096E-05,0.114127,0.00774318,14,4
11.5,pba,0,0.93827,0.591251,0.0808421,0.0942262,0.0220958,2.15607,0.388736,50580.7,138873,0.270562,0.022793,0.0534654,0,0.00292473,0,0.326952,0.022793,0.445719,0.0372961,0.207814,0,0.00320178,0,0.656735,0.0372961,0.123258,0.0103172,0.0278085,0,0.00089728,0,0.151964,0.0103172,0.20661,0.0172116,0.0278085,0,0.00089728,0,0.235316,0.0172116,338,2
11.5,pba,1,0.93827,0.656669,0.0487078,0.075484,0.0151439,2.52526,0.335696,728483,2074990,0.215928,0.0183003,0.0492962,0.00553759,0.00195287,0.000243863,0.267177,0.0240817,0.358185,0.0301352,0.194065,0.0239716,0.00214014,0.000265892,0.554391,0.0543727,0.0986081,0.00830156,0.0256494,0.00288942,0.000601754,0.000243863,0.124859,0.0114348,0.16644,0.0139381,0.0256494,0.00288942,0.000601754,7.36313E-05,0.192691,0.0169012,291,6
11.5,pba,2,0.93827,0.626115,0.0659654,0.0800383,0.0187096,2.50569,0.371628,267598,842904,0.173331,0.014427,0.0404818,0.00455693,0.00132622,0.000176604,0.215139,0.0191605,0.289691,0.0239876,0.158972,0.0197127,0.00145365,0.000192477,0.450117,0.0438927,0.079454,0.00657827,0.0210618,0.0023777,0.000408936,0.000176604,0.100925,0.00913257,0.13504,0.0111424,0.0210618,0.0023777,0.000408936,5.32298E-05,0.156511,0.0135734,226,8
11.5,pba,3,0.93827,0.614171,0.0687553,0.0853404,0.0247115,3.28316,0.703758,89122.3,328982,0.12305,0.0102721,0.0325279,0.00390379,0.00138805,0.000292046,0.156966,0.0144679,0.208891,0.0173589,0.12822,0.0169487,0.0015334,0.000319923,0.338644,0.0346275,0.0567876,0.00471814,0.0169255,0.00203715,0.000439079,0.000292046,0.0741521,0.00704733,0.097955,0.00811506,0.0169255,0.00203715,0.000439079,8.9547E-05,0.11532,0.0102417,160,9
11.5,pba,4,0.93827,0.596627,0.0272835,0.0876117,0.00723647,4.10565,0.8518,48970.3,51545,0.08689,0.00729254,0.025913,0,0.0011913,0,0.113994,0.00729254,0.150022,0.0125402,0.102473,0,0.0013289,0,0.253824,0.0125402,0.0404157,0.00337817,0.0134848,0,0.000387835,0,0.0542883,0.00337817,0.07081,0.00590347,0.0134848,0,0.000387835,0,0.0846827,0.00590347,110,10
11.5,pba,5,0.93827,0.634545,0.0426831,0.0652542,0.0166923,4.41292,0.738913,2321310,9675120,0.0547357,0.00464016,0.0221982,0.00446175,0.000673799,8.68786E-05,0.0776077,0.00918879,0.0967997,0.00817489,0.0898602,0.0196932,0.000762617,9.8015E-05,0.187423,0.0279661,0.0256923,0.00217039,0.0115594,0.00232927,0.00022808,8.68786E-05,0.0374798,0.00458653,0.046055,0.00388076,0.0115594,0.00232927,0.00022808,2.91358E-05,0.0578425,0.00623917,73,10
11.5,pba,6,0.93827,0.636834,0.0284776,0.070204,0.0327666,6.35489,4.10331,503343,3590530,0.033926,0.00294071,0.0153861,0.00484258,0.000680829,0.000570613,0.049993,0.0083539,0.0610393,0.00526239,0.0623646,0.0215787,0.000779357,0.000647174,0.124183,0.0274883,0.0160323,0.00138428,0.0080125,0.00252888,0.000236252,0.000570613,0.0242811,0.00448378,0.029205,0.00251137,0.0080125,0.00252888,0.000236252,0.000193417,0.0374538,0.00523367,45,9
11.5,pba,7,0.93827,0.710319,0.145213,0.0733712,0.0146425,12.5631,10.6443,163044,478191,0.0181595,0.00162509,0.00991335,0.0010202,0.00156346,0.00271466,0.0296363,0.00535996,0.0337137,0.00300388,0.0403488,0.00453507,0.00186707,0.00320808,0.0759296,0.010747,0.00869895,0.000776687,0.00516315,0.000532691,0.000582291,0.00271466,0.0144444,0.00402404,0.0163,0.00144999,0.00516315,0.000532691,0.000582291,0.000991698,0.0220454,0.00297437,26,7
11.5,pba,8,0.93827,0.994024,0.486887,0.0715188,0.00628559,22.7172,5.47377,135343,187478,0.00894663,0.000889925,0.0058258,0.000647178,0.00507919,0.0141208,0.0198516,0.015658,0.0170198,0.00167433,0.0238786,0.00284488,0.00554835,0.0143834,0.0464467,0.0189026,0.00432205,0.000428203,0.00303486,0.000337834,0.00135101,0.0141208,0.00870793,0.0148869,0.008285,0.000812491,0.00303486,0.000337834,0.00135101,0.00307876,0.0126709,0.00422908,14,4
11.5,pro,0,0.93827,0.569629,0.0246292,0.108303,0.00227547,2.77609,0.561868,351020,76316.8,1.223,0.103737,0.0407971,0.00204108,0.0473373,0.00551172,1.31113,0.11129,1.80874,0.152114,0.130538,0.00665965,0.0516868,0.00598401,1.99096,0.164758,3.85578,0.319685,0.885159,0.0465362,0.0337918,0.00551172,4.77473,0.371733,6.48355,0.539267,0.885159,0.0465362,0.0337918,0.00373686,7.40251,0.58954,338,2
11.5,pro,1,0.93827,0.596285,0.0278766,0.116285,0.0082834,4.16045,1.15298,137117,98435.7,0.954563,0.0811973,0.0327748,0,0.0473712,0,1.03471,0.0811973,1.41207,0.11903,0.104928,0,0.0516264,0,1.56863,0.11903,3.01406,0.250215,0.712115,0,0.0332484,0,3.75942,0.250215,5.07748,0.422761,0.712115,0,0.0332484,0,5.82284,0.422761,291,6
11.5,pro,2,0.93827,0.605337,0.0265315,0.106932,0.00997131,3.81657,0.877221,242378,240992,0.695711,0.0590232,0.0256459,0,0.0298614,0,0.751218,0.0590232,1.03474,0.0870428,0.0822286,0,0.0325771,0,1.14954,0.0870428,2.23616,0.185545,0.559381,0,0.0211533,0,2.81669,0.185545,3.78944,0.315548,0.559381,0,0.0211533,0,4.36998,0.315548,226,8
11.5,pro,3,0.93827,0.619606,0.0238329,0.101543,0.00859635,4.30503,0.857985,293341,278375,0.450962,0.0381717,0.0186184,0,0.0175265,0,0.487107,0.0381717,0.67683,0.0568449,0.0598188,0,0.0191274,0,0.755776,0.0568449,1.49293,0.123923,0.40824,0,0.0124562,0,1.91362,0.123923,2.55502,0.213003,0.40824,0,0.0124562,0,2.97572,0.213003,160,9
11.5,pro,4,0.93827,0.633932,0.0483223,0.0973614,0.0370112,5.05342,3.21142,316118,1376650,0.281049,0.0237518,0.0131025,0.0020579,0.0101067,0.00412244,0.304258,0.0299321,0.42598,0.0357431,0.0421893,0.00693615,0.0110319,0.00445449,0.479202,0.0471337,0.960225,0.0797741,0.288909,0.0508476,0.00719486,0.00412244,1.25633,0.134744,1.66057,0.13865,0.288909,0.0508476,0.00719486,0.00267137,1.95667,0.192169,110,10
11.5,pro,5,0.93827,0.61923,0.045781,0.0869182,0.0202697,4.82825,1.28561,782026,2310050,0.158914,0.0133417,0.00894738,0.00106527,0.00343118,0.000759643,0.171293,0.0151666,0.245465,0.0205012,0.0289111,0.00360285,0.00375372,0.000824483,0.27813,0.0249285,0.575164,0.0477773,0.199066,0.0265541,0.00249149,0.000759643,0.776722,0.0750911,1.01059,0.0844813,0.199066,0.0265541,0.00249149,0.000513719,1.21214,0.111549,73,10
11.5,pro,6,0.93827,0.625511,0.0183565,0.0938826,0.00702598,7.77489,1.9187,177847,161571,0.0836469,0.00702686,0.00524472,0,0.00192533,0,0.090817,0.00702686,0.131065,0.0109597,0.0169502,0,0.00210357,0,0.150119,0.0109597,0.31612,0.0263317,0.116738,0,0.00138213,0,0.43424,0.0263317,0.56276,0.0472002,0.116738,0,0.00138213,0,0.68088,0.0472002,45,9
11.5,pro,7,0.93827,0.603971,0.0339535,0.0787312,0.0130604,6.03929,1.22054,869995,2008560,0.0385257,0.00324754,0.00299046,0.000340398,0.000423643,6.88257E-05,0.0419398,0.00365676,0.0615627,0.00516879,0.00971727,0.00115552,0.000464354,7.49949E-05,0.0717443,0.00639931,0.154124,0.012909,0.0674917,0.00856442,0.00031274,6.88257E-05,0.221929,0.0215423,0.27861,0.0235039,0.0674917,0.00856442,0.00031274,4.82595E-05,0.346414,0.0321166,26,7
11.5,pro,8,0.93827,0.636072,0.0384654,0.0905299,0.010833,13.9806,8.0311,69241.7,103089,0.0170959,0.00148771,0.00141605,0.000130993,0.00026925,9.54682E-05,0.0187812,0.00171417,0.0277061,0.00238815,0.00459312,0.000439952,0.000294249,0.000103518,0.0325935,0.00293162,0.0712252,0.00606913,0.0318104,0.00321008,0.000193705,9.54682E-05,0.103229,0.00937468,0.130305,0.0111551,0.0318104,0.00321008,0.000193705,6.39722E-05,0.162309,0.0144291,14,4
19.6,pi-,0,0.13957,0.789556,0.0139012,0.0878011,0.00504011,6.00663,0.938504,22012.3,5615.73,12.1849,0.800444,4.98986,0.381293,0.0333552,0.00327296,17.2081,1.18501,12.8675,0.84528,7.11206,0.570578,0.0334261,0.00327944,20.013,1.41914,26.1459,1.71311,23.0732,1.83103,0.0154698,0.00327296,49.2346,3.54741,27.9307,1.83066,23.0732,1.83103,0.0154698,0.0014619,51.0194,3.66315,338,2
19.6,pi-,1,0.13957,0.793007,0.013797,0.0872445,0.00506228,6.14375,0.96019,18368.9,4768.26,9.81865,0.645053,4.08487,0.319806,0.0270041,0.00268553,13.9305,0.967544,10.3714,0.681359,5.82583,0.478975,0.0270614,0.00269085,16.2243,1.16302,21.1198,1.38395,18.8978,1.53673,0.01252,0.00268553,40.0302,2.92337,22.5672,1.47929,18.8978,1.53673,0.01252,0.00119893,41.4775,3.01722,289,6
19.6,pi-,2,0.13957,0.790712,0.0127715,0.0883015,0.00480888,6.29824,0.957661,13294,3223.99,7.48924,0.491943,3.07383,0.224835,0.0208725,0.00200747,10.5839,0.718785,7.90962,0.519552,4.38005,0.33631,0.0209168,0.00201144,12.3106,0.857874,16.0896,1.05417,14.2109,1.07938,0.00967111,0.00200747,30.3101,2.13556,17.1889,1.12657,14.2109,1.07938,0.00967111,0.000895146,31.4094,2.20685,225,9
19.6,pi-,3,0.13957,0.792568,0.0128805,0.0875683,0.00476831,6.5067,1.00724,9385.54,2302.23,5.0288,0.330309,2.11763,0.16094,0.0134766,0.00133819,7.1599,0.492588,5.3135,0.34901,3.02013,0.240737,0.0135052,0.00134084,8.34714,0.591089,10.8546,0.711252,9.79688,0.772629,0.00624664,0.00133819,20.6577,1.48522,11.6008,0.760406,9.79688,0.772629,0.00624664,0.000597159,21.404,1.53363,158,10
19.6,pi-,4,0.13957,0.792876,0.0122141,0.0873803,0.00453579,6.90667,1.05542,6396.43,1511.63,3.33542,0.219079,1.43767,0.107874,0.00851203,0.000847706,4.7816,0.327801,3.52615,0.23161,2.05139,0.161308,0.00853012,0.000849384,5.58607,0.393768,7.24012,0.474489,6.6538,0.517749,0.00394613,0.000847706,13.8979,0.993085,7.74134,0.507508,6.6538,0.517749,0.00394613,0.000378399,14.3991,1.02564,108,11
19.6,pi-,5,0.13957,0.787076,0.0124182,0.0868127,0.00443659,6.93167,1.0523,4150.16,970.693,2.07417,0.136201,0.915035,0.0682319,0.00462781,0.000453842,2.99383,0.204887,2.19386,0.144066,1.30651,0.102093,0.00463768,0.000454747,3.50501,0.246613,4.52658,0.296674,4.23715,0.327626,0.00215072,0.000453842,8.76588,0.624754,4.84168,0.317435,4.23715,0.327626,0.00215072,0.000203381,9.08098,0.645265,71,10
