CollEn	particle	centrality	mass	beta	betaErr	temp	tempErr	n-v_prof	nErr	norm	normErr	dETdEta_data	dETdEta_d_err	dETdEtaLeft	dETdEtaLErr	dETdEtaRight	dETdEtaRErr	dETdEtaTotal	dETdEtaTErr	dETdy_d	dETdy_d_err	dETdyLeft	dETdyLErr	dETdyRight	dETdyRErr	dETdyTotal	dETdyTErr	dNdEta_d	dNdEta_d_err	dNdEtaLeft	dNdEtaLErr	dNdEtaRight	dNdEtaRErr	dNdEtaTotal	dNdEtaTErr	dNdy_d	dNdy_d_err	dNdyLeft	dNdyLErr	dNdyRight	dNdyRErr	dNdyTotal	dNdyTErr	Npart	NpartErr
11.5	la_	0	1.11568	0.541279	0.124398	0.117527	0.0271796	1.89231	0.862089	169494	447670	3.41581	0.195416	0.0368088	0.00480285	1.70793E-05	2.04613E-06	3.45263	0.200221	4.76512	0.295453	0.0977598	0.0133927	1.76674E-05	2.11557E-06	4.8629	0.308848	7.45689	0.570281	0.447116	0.0661831	5.25906E-06	2.04613E-06	7.90401	0.636466	11.9784	1.03701	0.447116	0.0661831	5.25906E-06	6.24169E-07	12.4255	1.10319	338	2
11.5	la_	1	1.11568	0.315906	0.557222	0.186854	0.0392858	7.3146	42.0952	1807.08	3050.75	2.71256	0.193997	0.027466	0.00351599	2.18974E-05	1.24433E-05	2.74005	0.197525	3.79521	0.294446	0.0727086	0.00952602	2.26414E-05	1.28438E-05	3.86794	0.303985	5.99687	0.574236	0.330715	0.0449805	6.68426E-06	1.24433E-05	6.32759	0.619229	9.71559	1.05248	0.330715	0.0449805	6.68426E-06	3.66671E-06	10.0463	1.09746	291	6
11.5	la_	2	1.11568	0.454465	0.0120909	0.138502	0.00194216	2.05065	0.331047	18705.3	2599.75	1.9596	0.117611	0.0224704	0.0012693	1.13785E-05	9.30024E-07	1.98208	0.118881	2.75543	0.17996	0.0596832	0.00342722	1.17688E-05	9.61447E-07	2.81513	0.183388	4.40514	0.355935	0.272988	0.016099	3.49515E-06	9.30024E-07	4.67813	0.372035	7.1525	0.652623	0.272988	0.016099	3.49515E-06	2.82859E-07	7.42549	0.668722	226	8
11.5	la_	3	1.11568	0.558421	0.0748463	0.117501	0.0176988	3.09101	0.812134	70645.8	124543	1.19094	0.0896683	0.0160562	0.00233171	6.69099E-06	8.39876E-07	1.207	0.0920009	1.68343	0.138782	0.0429151	0.00648643	6.92085E-06	8.68248E-07	1.72636	0.145269	2.72383	0.281949	0.19834	0.0319383	2.05721E-06	8.39876E-07	2.92217	0.313888	4.43166	0.525512	0.19834	0.0319383	2.05721E-06	2.55423E-07	4.63	0.55745	160	9
11.5	la_	4	1.11568	0.502999	0.117919	0.127115	0.02856	3.32511	0.826228	19186.7	46835.7	0.702969	0.0679779	0.0102649	0.00172093	2.96186E-06	6.14243E-07	0.713237	0.0696995	1.01159	0.107683	0.0274076	0.00476481	3.06372E-06	6.34971E-07	1.039	0.112448	1.71898	0.229891	0.126471	0.0232921	9.11295E-07	6.14243E-07	1.84545	0.253184	2.88437	0.439997	0.126471	0.0232921	9.11295E-07	1.86667E-07	3.01084	0.46329	110	10
11.5	la_	5	1.11568	0.751961	0.502464	0.01	1.41421	0.01	1.41421	10000	1.41421	0.271107	0.0277014	5.06803E-55	2.21259E-26	1.22379E-74	6.60907E-35	0.271107	0.0277014	0.395033	0.043823	1.10014E-54	4.90419E-26	1.27011E-74	6.85544E-35	0.395033	0.043823	0.691446	0.0927662	3.58945E-54	1.65046E-25	4.0074E-75	6.60907E-35	0.691446	0.0927662	1.17504	0.175313	3.58945E-54	1.65046E-25	4.0074E-75	2.14305E-35	1.17504	0.175313	59	45
11.5	la_	6	1.11568	0.51808	0.148415	0.151417	0.0108325	58.3333	127.739	383.361	283.807	0.0614251	0.00817101	0.00112556	0.000146349	1.25378E-06	7.43811E-07	0.0625519	0.0083181	0.0932841	0.0135928	0.00302142	0.00039992	1.30999E-06	7.75164E-07	0.0963068	0.0139935	0.179315	0.0317229	0.0140366	0.00191176	4.57918E-07	7.43811E-07	0.193352	0.0336354	0.317988	0.0629038	0.0140366	0.00191176	4.57918E-07	2.60641E-07	0.332025	0.0648158	20	14
19.6	ala	0	1.11568	0.751961	0.502464	0.02	1.41421	0.02	1.41421	20000	1.41421	2.78132	0.0933275	4.61707E-26	1.64427E-15	2.65765E-37	1.82633E-22	2.78132	0.0933275	4.1803	0.147895	1.03158E-25	3.75847E-15	2.74757E-37	1.88728E-22	4.1803	0.147895	1.0113	0.0343109	1.95231E-26	6.96915E-16	4.8206E-38	1.82633E-22	1.0113	0.0343109	1.55595	0.0560254	1.95231E-26	6.96915E-16	4.8206E-38	3.29491E-23	1.55595	0.0560254	338	2
19.6	ala	1	1.11568	0.474377	0.126344	0.136904	0.0237099	0.779291	0.556063	3122.15	5248.5	2.3113	0.0897774	0.0813126	0.00333655	3.07337E-08	4.30973E-09	2.39261	0.0931139	3.46182	0.141682	0.257575	0.0112912	3.13328E-08	4.39302E-09	3.71939	0.152974	0.838949	0.0329332	0.0351072	0.00144497	4.48375E-09	4.30973E-09	0.874057	0.0343782	1.28625	0.0535636	0.0351072	0.00144497	4.48375E-09	6.26434E-10	1.32135	0.0550086	289	6
19.6	ala	2	1.11568	0.405055	0.0106846	0.15288	0.00141788	0.976434	0.144424	936.108	76.3823	1.79112	0.055885	0.0729175	0.00176546	3.71753E-07	3.15321E-08	1.86403	0.0576505	2.75865	0.0922473	0.2328	0.00588492	3.81107E-07	3.23174E-08	2.99145	0.0981323	0.657128	0.0208188	0.031491	0.000763988	6.00547E-08	3.15321E-08	0.688619	0.0215828	1.03752	0.0354704	0.031491	0.000763988	6.00547E-08	5.07213E-09	1.06901	0.0362344	225	9
19.6	ala	3	1.11568	0.630204	0.0381327	0.0987723	0.00948701	2.35127	0.388193	85647.8	109858	1.2572	0.0445578	0.066918	0.00563617	4.15565E-09	3.75388E-10	1.32412	0.0501939	1.96916	0.0741096	0.219373	0.020911	4.23727E-09	3.8267E-10	2.18853	0.0950205	0.465978	0.0167195	0.0289361	0.00245116	6.0819E-10	3.75388E-10	0.494915	0.0191706	0.74731	0.0286396	0.0289361	0.00245116	6.0819E-10	5.46548E-11	0.776246	0.0310907	158	10
19.6	ala	4	1.11568	0.751961	0.502464	0.01	1.41421	0.01	1.41421	10000	1.41421	0.841942	0.0389066	9.14786E-54	4.06129E-25	1.80451E-84	1.22302E-39	0.841942	0.0389066	1.35814	0.0676512	1.98531E-53	9.03797E-25	1.85433E-84	1.25627E-39	1.35814	0.0676512	0.316007	0.0148426	3.85457E-54	1.71646E-25	3.02686E-85	1.22302E-39	0.316007	0.0148426	0.521881	0.0265622	3.85457E-54	1.71646E-25	3.02686E-85	2.03897E-40	0.521881	0.0265622	108	11
19.6	ala	5	1.11568	0.58356	0.0352136	0.10873	0.00969278	4.23301	0.399663	11036.8	12146.7	0.413135	0.0192894	0.0314338	0.00233968	2.02604E-08	4.209E-09	0.444569	0.0216291	0.68169	0.0338113	0.104319	0.00857569	2.07784E-08	4.31609E-09	0.786009	0.042387	0.156848	0.0074069	0.013599	0.00101687	3.29432E-09	4.209E-09	0.170447	0.00842378	0.264594	0.0133342	0.013599	0.00101687	3.29432E-09	6.83002E-10	0.278193	0.014351	58	44
19.6	ala	6	1.11568	0.557877	0.0744097	0.103022	0.0243314	6.19889	1.21721	6750.27	20756.8	0.108086	0.00715972	0.0106689	0.00206074	8.99319E-09	6.65689E-09	0.118755	0.00922046	0.189089	0.0134048	0.0359977	0.00775534	9.27958E-09	6.86773E-09	0.225086	0.0211601	0.042041	0.00281782	0.00461936	0.000896752	1.59239E-09	6.65689E-09	0.0466604	0.00371458	0.0750028	0.00539939	0.00461936	0.000896752	1.59239E-09	1.17613E-09	0.0796221	0.00629615	20	14
19.6	la_	0	1.11568	0.492462	0.117062	0.142222	0.0273101	1.85568	0.417238	20450.4	37625.7	3.40038	0.107658	0.0302432	0.00146051	2.87706E-07	4.6555E-08	3.43063	0.109119	4.65541	0.150288	0.080054	0.00403998	2.93281E-07	4.74505E-08	4.73546	0.154328	6.94126	0.240542	0.364131	0.0197126	6.20475E-08	4.6555E-08	7.30539	0.260254	10.9729	0.40634	0.364131	0.0197126	6.20475E-08	9.9952E-09	11.337	0.426053	338	2
